pack,tier,artist,title,from_movie_show,explicit,plays_in_game,deezer_id,verdict_keep_or_cut,notes
"2000's Mega Hits","Free","Gossip","Standing in the Way of Control","","","yes","30516961","",""
"2000's Mega Hits","Free","Green Day","American Idiot","","YES","no - explicit","773367","",""
"2000's Mega Hits","Free","Green Day","Boulevard of Broken Dreams","","YES","no - explicit","6611231","",""
"2000's Mega Hits","Free","Green Day","Wake Me up When September Ends","","","yes","773430","",""
"2000's Mega Hits","Free","Groove Coverage","7 Years and 50 Days (Radio Edit)","","","yes","4800067","",""
"2000's Mega Hits","Free","Guano Apes","Big in Japan","","","yes","2166221","",""
"2000's Mega Hits","Free","Guru Josh Project","Infinity (Magic Mitch Club Mix)","","","yes","858737222","",""
"2000's Mega Hits","Free","Guru Josh Project","Infinity 2008 (Klaas Vocal Edit)","","","yes","61686264","",""
"2000's Mega Hits","Free","Gwen Stefani","Hollaback Girl","","YES","no - explicit","983450","",""
"2000's Mega Hits","Free","Gwen Stefani","Rich Girl","","","yes","2460560","",""
"2000's Mega Hits","Free","Gwen Stefani","What You Waiting For?","","","yes","983448","",""
"2000's Mega Hits","Free","Gwen Stefani","Wind It Up","","","yes","1575415","",""
"2000's Mega Hits","Free","Gym Class Heroes","Cupid's Chokehold / Breakfast in America","","","yes","663626","",""
"2000's Mega Hits","Free","Gym Class Heroes","Cupid's Chokehold / Breakfast in America (Radio Mix)","","","yes","708037","",""
"2000's Mega Hits","Free","H-Blockx","Ring Of Fire (Radio Version)","","","yes","1163041","",""
"2000's Mega Hits","Free","Hard-Fi","Hard to Beat","","","yes","821901","",""
"2000's Mega Hits","Free","Hellogoodbye","Here (In Your Arms) (Radio Edit)","","","yes","550951","",""
"2000's Mega Hits","Free","Herbert Grönemeyer","Mensch (Remastered 2016)","","","yes","566331552","",""
"2000's Mega Hits","Free","Hi_Tack","Say Say Say (Waiting 4 U) (Radio Mix)","","","yes","515695272","",""
"2000's Mega Hits","Free","HIM","Join Me (Razorblade Mix)","","","yes","1011708","",""
"2000's Mega Hits","Free","Holly Valance","Kiss Kiss","","","yes","810424","",""
"2000's Mega Hits","Free","Hurts","Wonderful Life","","","yes","7011666","",""
"2000's Mega Hits","Free","Ian Carey","Keep on Rising (feat. Michelle Shellers)","","","yes","15596324","",""
"2000's Mega Hits","Free","Ian O´Brien- Docker","The Beginning","","","yes","13467199","",""
"2000's Mega Hits","Free","Ich + Ich","Pflaster","","","yes","4585012","",""
"2000's Mega Hits","Free","Ich + Ich","So soll es bleiben (Single Edit)","","","yes","2676792","",""
"2000's Mega Hits","Free","Ich + Ich","Stark (Long Version)","","","yes","1125753","",""
"2000's Mega Hits","Free","Ich + Ich","Vom selben Stern (Radio Edit)","","","yes","1087885","",""
"2000's Mega Hits","Free","Ida Corr","Let Me Think About It (Radio Edit)","","","yes","372843011","",""
"2000's Mega Hits","Free","iiO","Rapture (feat.Nadia Ali)","","","yes","11495726","",""
"2000's Mega Hits","Free","Imogen Heap","Headlock","","","yes","548641","",""
"2000's Mega Hits","Free","In-Grid","Tu Es Foutu (Radio Edit)","","","yes","39028771","",""
"2000's Mega Hits","Free","Infernal","From Paris To Berlin","","","yes","138728387","",""
"2000's Mega Hits","Free","Inna","Hot (Play & Win Radio Version)","","","yes","81661454","",""
"2000's Mega Hits","Free","Iyaz","Replay","","","yes","6276158","",""
"2000's Mega Hits","Free","Ja Rule","Always On Time","","YES","no - explicit","623714342","",""
"2000's Mega Hits","Free","Ja Rule","Mesmerize","","YES","no - explicit","2278408","",""
"2000's Mega Hits","Free","Jack Johnson","Better Together","","","yes","2184624","",""
"2000's Mega Hits","Free","Jack Johnson","Upside Down","","","yes","4677990","",""
"2000's Mega Hits","Free","Jack White","Another Way to Die","","","yes","2281106","",""
"2000's Mega Hits","Free","Jam & Spoon","Butterfly Sign","","","yes","96257688","",""
"2000's Mega Hits","Free","Jam & Spoon","Set Me Free (Empty Rooms) (Video Version)","","","yes","530722631","",""
"2000's Mega Hits","Free","Jamelia","Beware of the Dog","","","yes","463423842","",""
"2000's Mega Hits","Free","Jamelia","Something About You (Single Edit)","","","yes","463424122","",""
"2000's Mega Hits","Free","Jamelia","Superstar","","","yes","463394462","",""
"2000's Mega Hits","Free","James Blunt","1973","","","yes","663476","",""
"2000's Mega Hits","Free","James Blunt","Goodbye My Lover","","","yes","784331","",""
"2000's Mega Hits","Free","James Blunt","You're Beautiful","","YES","no - explicit","2659940","",""
"2000's Mega Hits","Free","James Morrison","Broken Strings","","","yes","2298089","",""
"2000's Mega Hits","Free","James Morrison","You Give Me Something","","","yes","1576692","",""
"2000's Mega Hits","Free","Jamie Foxx","Extravaganza (feat. Kanye West) (Main Version)","","YES","no - explicit","561995","",""
"2000's Mega Hits","Free","Jamiroquai","Little L","","","yes","867060","",""
"2000's Mega Hits","Free","Jan Delay","Klar","","","yes","1171856","",""
"2000's Mega Hits","Free","Janet Jackson","All For You","","","yes","3502411","",""
"2000's Mega Hits","Free","Janet Jackson","All Nite (Don't Stop)","","","yes","3168872","",""
"2000's Mega Hits","Free","Janet Jackson","Feedback","","","yes","17687091","",""
"2000's Mega Hits","Free","Janet Jackson","Son Of A Gun (I Betcha Think This Song Is About You) (The Original Flyte Tyme Remix)","","YES","no - explicit","3097556","",""
"2000's Mega Hits","Free","Jason Derülo","Whatcha Say","","","yes","5420471","",""
"2000's Mega Hits","Free","Jason Mraz","I'm Yours","","","yes","2686140","",""
"2000's Mega Hits","Free","Jason Mraz","Lucky","","","yes","845910","",""
"2000's Mega Hits","Free","JAŸ-Z","03' Bonnie & Clyde","","YES","no - explicit","7646471","",""
"2000's Mega Hits","Free","JAŸ-Z","Empire State Of Mind [Jay-Z + Alicia Keys] (Explicit Album Version) (Explicit)","","","yes","4197797","",""
"2000's Mega Hits","Free","JAŸ-Z","Numb / Encore","","YES","no - explicit","676954","",""
"2000's Mega Hits","Free","JAŸ-Z","Run This Town","","YES","no - explicit","90533115","",""
"2000's Mega Hits","Free","Jennifer Lopez","Ain't It Funny (feat. Ja Rule & Caddillac Tah) (Murder Remix)","","","yes","611716472","",""
"2000's Mega Hits","Free","Jennifer Lopez","I'm Real (feat. Ja Rule) (Murder Remix)","","YES","no - explicit","625530","",""
"2000's Mega Hits","Free","Jennifer Lopez","Jenny from the Block (feat. Jadakiss & Styles P.) (Track Masters Remix)","","","yes","628099","",""
"2000's Mega Hits","Free","Jennifer Lopez","Love Don't Cost a Thing","","","yes","618317","",""
"2000's Mega Hits","Free","Jennifer Lopez","Walking On Sunshine","","","yes","626302","",""
"2000's Mega Hits","Free","Jennifer Paige & Nick Carter","Beautiful Lie (Radio Edit)","","","yes","60972752","",""
"2000's Mega Hits","Free","Jesse McCartney","Beautiful Soul","","","yes","3119252","",""
"2000's Mega Hits","Free","Jimmy Eat World","The Middle","","","yes","885840","",""
"2000's Mega Hits","Free","Joey Negro","Make A Move On Me (Radio Edit)","","","yes","90197027","",""
"2000's Mega Hits","Free","John Legend","Save Room","","","yes","71127959","",""
"2000's Mega Hits","Free","John Mayer","Free Fallin' (Live at the Nokia Theatre, Los Angeles, CA - December 2007)","","","yes","7675067","",""
"2000's Mega Hits","Free","John Mayer","Waiting On the World to Change","","","yes","988558","",""
"2000's Mega Hits","Free","John Mayer","Your Body Is a Wonderland","","","yes","13141070","",""
"2000's Mega Hits","Free","JoJo","Leave (Get Out) (Album Version)","","","yes","6789700","",""
"2000's Mega Hits","Free","Jonas Brothers","Year 3000 (Album Version)","","","yes","68356642","",""
"2000's Mega Hits","Free","Jordin Sparks","No Air (feat. Chris Brown)","","","yes","3960474","",""
"2000's Mega Hits","Free","José González","Heartbeats","","","yes","17393623","",""
"2000's Mega Hits","Free","Juli","Geile Zeit (Radio Version)","","","yes","1569306","",""
"2000's Mega Hits","Free","Juli","Perfekte Welle","","","yes","121926890","",""
"2000's Mega Hits","Free","Junior Senior","Move Your Feet","","","yes","72999317","",""
"2000's Mega Hits","Free","Just Jack","Starz In Their Eyes","","","yes","2594363","",""
"2000's Mega Hits","Free","Justice","D.A.N.C.E.","","","yes","682541","",""
"2000's Mega Hits","Free","Justin Bieber","Baby","","","yes","5271168","",""
"2000's Mega Hits","Free","Justin Timberlake","Cry Me A River","","","yes","603072","",""
"2000's Mega Hits","Free","Justin Timberlake","Like I Love You","","","yes","15591586","",""
"2000's Mega Hits","Free","Justin Timberlake","LoveStoned / I Think She Knows (Radio Edit)","","","yes","553364","",""
"2000's Mega Hits","Free","Justin Timberlake","My Love (feat. T.I.)","","","yes","15489385","",""
"2000's Mega Hits","Free","Justin Timberlake","My Love (feat. T.I.) (Single Version)","","","yes","13144408","",""
"2000's Mega Hits","Free","Justin Timberlake","Rock Your Body","","","yes","603953","",""
"2000's Mega Hits","Free","Justin Timberlake","Señorita","","","yes","834986","",""
"2000's Mega Hits","Free","Justin Timberlake","SexyBack","","YES","no - explicit","534726","",""
"2000's Mega Hits","Free","Justin Timberlake","What Goes Around.../...Comes Around (Interlude)","","","yes","15489392","",""
"2000's Mega Hits","Free","Justin Timberlake","What Goes Around...Comes Around (Radio Edit)","","","yes","82299064","",""
"2000's Mega Hits","Free","K-Maro","Femme Like U (Radio Edit)","","","yes","814034","",""
"2000's Mega Hits","Free","Kaiser Chiefs","Ruby","","","yes","26608051","",""
"2000's Mega Hits","Free","Kanye West","Gold Digger","","YES","no - explicit","1184309","",""
"2000's Mega Hits","Free","Kanye West","Stronger","","YES","no - explicit","925829","",""
"2000's Mega Hits","Free","Kate Ryan","Désenchantée","","","yes","3092650","",""
"2000's Mega Hits","Free","Kate Ryan","Voyage voyage","","","yes","884006","",""
"2000's Mega Hits","Free","Kate Winslet","What If","","","yes","3156336","",""
"2000's Mega Hits","Free","Katie Melua","Nine Million Bicycles","","","yes","-2544038822","",""
"2000's Mega Hits","Free","Katie Melua","Spider's Web","","","yes","-2543897502","",""
"2000's Mega Hits","Free","Katie Melua","The Closest Thing to Crazy","","","yes","131207980","",""
"2000's Mega Hits","Free","Katy Perry","California Gurls","","","yes","17135110","",""
"2000's Mega Hits","Free","Katy Perry","Hot N Cold","","","yes","3169166","",""
"2000's Mega Hits","Free","Katy Perry","I Kissed A Girl","","","yes","3169161","",""
"2000's Mega Hits","Free","Katy Perry","Last Friday Night (T.G.I.F.)","","","yes","6812359","",""
"2000's Mega Hits","Free","Katy Perry","Teenage Dream","","","yes","17135108","",""
"2000's Mega Hits","Free","Ke$ha","TiK ToK","","","yes","7625145","",""
"2000's Mega Hits","Free","Keane","Everybody's Changing","","","yes","71967076","",""
"2000's Mega Hits","Free","Keane","Somewhere Only We Know","","","yes","4624027","",""
"2000's Mega Hits","Free","Kelis","Milkshake","","","yes","3156448","",""
"2000's Mega Hits","Free","Kelis","Millionaire","","","yes","3156453","",""
"2000's Mega Hits","Free","Kelis","Trick Me","","","yes","3155771","",""
"2000's Mega Hits","Free","Kelly Clarkson","Because of You","","","yes","546130","",""
"2000's Mega Hits","Free","Kelly Clarkson","My Life Would Suck Without You","","","yes","62118994","",""
"2000's Mega Hits","Free","Kelly Clarkson","Since U Been Gone","","","yes","62118993","",""
"2000's Mega Hits","Free","Kelly Clarkson","Walk Away","","","yes","534086","",""
"2000's Mega Hits","Free","Kelly Rowland","Work (Freemasons Radio Edit)","","","yes","541403","",""
"2000's Mega Hits","Free","Keri Hilson","I Like (Jost & Grubert Radio Mix)","","","yes","13018698","",""
"2000's Mega Hits","Free","Keri Hilson","Return The Favor (Radio Edit)","","","yes","3576633","",""
"2000's Mega Hits","Free","Kevin Lyttle","Turn Me On","","","yes","705531","",""
"2000's Mega Hits","Free","Kevin Rudolf","Let It Rock","","YES","no - explicit","2630775","",""
"2000's Mega Hits","Free","Khia","My Neck, My Back (Lick It)","","YES","no - explicit","99344658","",""
"2000's Mega Hits","Free","Kid Rock","All Summer Long","","","yes","4087608","",""
"2000's Mega Hits","Free","Kilians","Fight The Start (Radio Version)","","","yes","1139662","",""
"2000's Mega Hits","Free","Kings Of Leon","Sex on Fire","","","yes","15531170","",""
"2000's Mega Hits","Free","Kings Of Leon","Use Somebody","","","yes","15531171","",""
"2000's Mega Hits","Free","Klaxons","Golden Skans","","","yes","10284894","",""
"2000's Mega Hits","Free","Klee","Erinner Dich","","","yes","2135562","",""
"2000's Mega Hits","Free","Klee","Gold","","","yes","2134411","",""
"2000's Mega Hits","Free","KT Tunstall","Suddenly I See","","","yes","3120617","",""
"2000's Mega Hits","Free","Kylie Minogue","2 Hearts","","","yes","15697654","",""
"2000's Mega Hits","Free","Kylie Minogue","Can't Get You out of My Head","","","yes","3138703","",""
"2000's Mega Hits","Free","Kylie Minogue","Can't Get You Out of My Head (The Abby Road Sessions)","","","yes","144189828","",""
"2000's Mega Hits","Free","Kylie Minogue","In My Arms","","","yes","31058151","",""
"2000's Mega Hits","Free","Kylie Minogue","In Your Eyes","","","yes","811928712","",""
"2000's Mega Hits","Free","Kylie Minogue","Love at First Sight (Ruff & Jam US Radio Mix)","","","yes","3155742","",""
"2000's Mega Hits","Free","Kylie Minogue","More More More","","","yes","3155373","",""
"2000's Mega Hits","Free","Kylie Minogue","The One","","","yes","3141532","",""
"2000's Mega Hits","Free","La Roux","Bulletproof","","","yes","17608005","",""
"2000's Mega Hits","Free","La Roux","In For The Kill","","","yes","3976599","",""
"2000's Mega Hits","Free","Lady Gaga","Bad Romance","","YES","no - explicit","4834217","",""
"2000's Mega Hits","Free","Lady Gaga","Bad Romance","","","yes","4709937","",""
"2000's Mega Hits","Free","Lady Gaga","Just Dance","","","yes","2603555","",""
"2000's Mega Hits","Free","Lady Gaga","Paparazzi","","YES","no - explicit","2603557","",""
"2000's Mega Hits","Free","Lady Gaga","Poker Face","","","yes","2204387","",""
"2000's Mega Hits","Free","Lady Gaga","Poker Face (Glam As You Radio Mix)","","","yes","2733702","",""
"2000's Mega Hits","Free","Ladyhawke","My Delirium","","","yes","2204431","",""
"2000's Mega Hits","Free","Laith Al-Deen","Bilder von Dir","","","yes","13245282","",""
"2000's Mega Hits","Free","Lasgo","Something","","","yes","61172237","",""
"2000's Mega Hits","Free","Laurent Wolf","No Stress (Radio Edit)","","","yes","388731251","",""
"2000's Mega Hits","Free","Le Tigre","I'm So Excited","","","yes","4681472","",""
"2000's Mega Hits","Free","LeAnn Rimes","Can't Fight The Moonlight (Graham Stack Radio Edit)","","","yes","75778883","",""
"2000's Mega Hits","Free","Lene Marlin","Sitting Down Here","","","yes","3134928","",""
"2000's Mega Hits","Free","Leona Lewis","Better in Time","","","yes","10157599","",""
"2000's Mega Hits","Free","Leona Lewis","Bleeding Love","","","yes","2484995","",""
"2000's Mega Hits","Free","Leona Lewis","Run","","","yes","2485011","",""
"2000's Mega Hits","Free","Lifehouse","Hanging By A Moment","","","yes","2628562","",""
"2000's Mega Hits","Free","Lifehouse","You And Me","","","yes","1575053","",""
"2000's Mega Hits","Free","Lil Wayne","Lollipop (Album Version Explicit)","","YES","no - explicit","2124764","",""
"2000's Mega Hits","Free","Limp Bizkit","Behind Blue Eyes","","","yes","634434452","",""
"2000's Mega Hits","Free","Linkin Park","In the End","","","yes","676183","",""
"2000's Mega Hits","Free","Linkin Park","Numb","","","yes","677232","",""
"2000's Mega Hits","Free","Linkin Park","Shadow of the Day","","","yes","676844","",""
"2000's Mega Hits","Free","Lionel Richie","Angel","","","yes","918013","",""
"2000's Mega Hits","Free","Little Boots","New in Town","","","yes","3605067","",""
"2000's Mega Hits","Free","Little Boots","Remedy","","","yes","3605071","",""
"2000's Mega Hits","Free","LMC","Take Me To The Clouds Above (LMC Vs. U2 / Radio Edit)","","","yes","3979726","",""
"2000's Mega Hits","Free","Lucy Pearl","Don't Mess With My Man","","","yes","62961057","",""
"2000's Mega Hits","Free","Lupe Fiasco","Superstar (feat. Matthew Santos)","","","yes","663451","",""
"2000's Mega Hits","Free","Lykke Li","Little Bit","","","yes","845622","",""
"2000's Mega Hits","Free","M.I.A.","Paper Planes","","","yes","943376","",""
"2000's Mega Hits","Free","Macy Gray","I Try","","","yes","82303026","",""
"2000's Mega Hits","Free","Madcon","Beggin'","","","yes","900832","",""
"2000's Mega Hits","Free","Madison Avenue","Don't Call Me Baby","","","yes","66881687","",""
